Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB,Unnamed: 77,b/t,h/t,Flange Compression,Web Compression,Flange Flexure,Web Flexure,unit_price
W,W24X192,W610X285,285.0,36500,648,648,–,–,–,330,330,–,–,–,20.6,20.6,11.1,37.1,36.5,–,–,–,49.8,60.3,31.8,–,–,–,–,–,4.43,–,26.6,–,–,2610.0,9160.0,8050.0,267.0,221.0,2060.0,1340.0,78.0,–,–,–,12800.0,20500.0,–,50400,154.0,–,–,1750.0,4590.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,91.4,610,2240,2570,,4.43,26.6,NS,NS,C,C,2950
W,W24X176,W610X262,262.0,33400,640,641,–,–,–,328,327,–,–,–,19.1,19.0,9.52,34.0,33.3,–,–,–,46.7,57.2,30.2,–,–,–,–,–,4.81,–,28.7,–,–,2360.0,8370.0,7370.0,267.0,199.0,1880.0,1220.0,77.2,–,–,–,9950.0,18400.0,–,49600,139.0,–,–,1590.0,4160.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.7,607,2200,2530,,4.81,28.7,NS,NS,C,C,2950
W,W24X162,W610X241,241.0,30800,635,635,–,–,–,330,330,–,–,–,17.9,17.5,9.52,31.0,31.8,–,–,–,43.7,54.0,30.2,–,–,–,–,–,5.31,–,30.6,–,–,2150.0,7670.0,6780.0,264.0,184.0,1720.0,1120.0,77.5,–,–,–,7700.0,16800.0,–,49900,127.0,–,–,1460.0,3820.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.7,605,2200,2530,,5.31,30.6,NS,NS,C,C,2950
W,W24X146,W610X217,217.0,27700,627,629,–,–,–,328,327,–,–,–,16.5,15.9,7.94,27.7,27.0,–,–,–,40.4,50.8,28.6,–,–,–,–,–,5.92,–,33.2,–,–,1910.0,6850.0,6080.0,262.0,163.0,1530.0,991.0,76.5,–,–,–,5580.0,14700.0,–,49100,112.0,–,–,1290.0,3390.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.7,599,2180,2510,,5.92,33.2,NS,NS,C,C,2950
W,W24X131,W610X195,195.0,24900,622,622,–,–,–,328,327,–,–,–,15.4,15.9,7.94,24.4,23.8,–,–,–,37.1,47.6,28.6,–,–,–,–,–,6.7,–,35.6,–,–,1670.0,6060.0,5390.0,259.0,142.0,1340.0,869.0,75.4,–,–,–,3950.0,12600.0,–,49000,97.8,–,–,1140.0,3020.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.6,597,2170,2500,,6.7,35.6,NS,NS,C,C,2950
W,W24X117,W610X174,174.0,22200,617,616,–,–,–,325,324,–,–,–,14.0,14.3,7.94,21.6,22.2,–,–,–,34.3,44.5,28.6,–,–,–,–,–,7.53,–,39.2,–,–,1470.0,5360.0,4770.0,257.0,124.0,1170.0,762.0,74.7,–,–,–,2800.0,11000.0,–,48400,84.9,–,–,1000.0,2670.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.9,597,2160,2480,,7.53,39.2,NS,S,C,C,2950
W,W24X104,W610X155,155.0,19800,612,610,–,–,–,325,324,–,–,–,12.7,12.7,6.35,19.1,19.0,–,–,–,31.8,41.3,27.0,–,–,–,–,–,8.5,–,43.1,–,–,1290.0,4740.0,4230.0,257.0,108.0,1020.0,667.0,73.9,–,–,–,1960.0,9450.0,–,48200,74.5,–,–,883.0,2360.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.9,594,2150,2480,,8.5,43.1,NS,S,C,C,2950
W,W24X103,W610X153,153.0,19500,622,622,–,–,–,229,229,–,–,–,14.0,14.3,7.94,24.9,25.4,–,–,–,37.6,47.6,28.6,–,–,–,–,–,4.59,–,39.2,–,–,1250.0,4590.0,4010.0,254.0,49.5,680.0,434.0,50.5,–,–,–,2940.0,4460.0,–,34100,48.7,–,–,798.0,2280.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61.0,597,1880,2110,,4.59,39.2,NS,S,C,C,2950
W,W24X94,W610X140,140.0,17900,617,616,–,–,–,230,232,–,–,–,13.1,12.7,6.35,22.2,22.2,–,–,–,35.1,44.5,27.0,–,–,–,–,–,5.18,–,41.9,–,–,1120.0,4160.0,3640.0,251.0,45.4,615.0,393.0,50.3,–,–,–,2190.0,4030.0,–,34300,43.7,–,–,718.0,2060.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61.0,594,1880,2110,,5.18,41.9,NS,S,C,C,2950
W,W24X84,W610X125,125.0,15900,612,613,–,–,–,229,229,–,–,–,11.9,12.7,6.35,19.6,19.0,–,–,–,32.3,42.9,27.0,–,–,–,–,–,5.86,–,45.9,–,–,986.0,3670.0,3210.0,249.0,39.3,534.0,342.0,49.5,–,–,–,1540.0,3440.0,–,33900,38.0,–,–,629.0,1820.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,60.2,592,1870,2100,,5.86,45.9,NS,S,C,C,2950
W,W24X76,W610X113,113.0,14500,607,606,–,–,–,228,229,–,–,–,11.2,11.1,6.35,17.3,17.5,–,–,–,30.0,39.7,27.0,–,–,–,–,–,6.61,–,49.0,–,–,874.0,3280.0,2880.0,246.0,34.3,469.0,302.0,48.8,–,–,–,1120.0,2980.0,–,33700,33.2,–,–,554.0,1620.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,59.2,589,1850,2080,,6.61,49.0,NS,S,C,C,2950
W,W24X68,W610X101,101.0,13000,602,603,–,–,–,228,229,–,–,–,10.5,11.1,6.35,14.9,14.3,–,–,–,27.7,38.1,27.0,–,–,–,–,–,7.66,–,52.0,–,–,762.0,2900.0,2520.0,243.0,29.3,401.0,257.0,47.5,–,–,–,778.0,2530.0,–,33400,28.3,–,–,474.0,1430.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,58.4,587,1840,2070,,7.66,52.0,NS,S,C,C,2950
W,W24X62,W610X92,92.0,11700,602,603,–,–,–,179,178,–,–,–,10.9,11.1,6.35,15.0,14.3,–,–,–,27.7,38.1,27.0,–,–,–,–,–,5.97,–,50.1,–,–,645.0,2510.0,2150.0,234.0,14.4,257.0,161.0,35.1,–,–,–,712.0,1240.0,–,26300,17.6,–,–,369.0,1230.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,44.4,587,1700,1870,,5.97,50.1,NS,S,C,C,2950
W,W24X55,W610X82,82.0,10500,599,600,–,–,–,178,178,–,–,–,10.0,9.52,4.76,12.8,12.7,–,–,–,25.7,36.5,25.4,–,–,–,–,–,6.94,–,54.6,–,–,562.0,2200.0,1870.0,231.0,12.1,218.0,136.0,34.0,–,–,–,491.0,1040.0,–,26100,14.9,–,–,316.0,1080.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,43.7,587,1690,1870,,6.94,54.6,NS,S,C,C,2950
W,W21X201,W530X300,300.0,38300,584,584,–,–,–,320,321,–,–,–,23.1,23.8,12.7,41.4,41.3,–,–,–,54.1,63.5,33.3,–,–,–,–,–,3.86,–,20.6,–,–,2210.0,8690.0,7550.0,241.0,226.0,2180.0,1410.0,76.7,–,–,–,17000.0,16600.0,–,43400,144.0,–,–,1670.0,4330.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.2,544,2060,2380,,3.86,20.6,NS,NS,C,C,2950
W,W21X182,W530X272,272.0,34600,577,578,–,–,–,318,318,–,–,–,21.1,20.6,11.1,37.6,38.1,–,–,–,50.3,60.3,31.8,–,–,–,–,–,4.22,–,22.6,–,–,1970.0,7800.0,6830.0,239.0,201.0,1950.0,1270.0,76.2,–,–,–,12800.0,14600.0,–,42800,128.0,–,–,1500.0,3880.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.2,538,2040,2360,,4.22,22.6,NS,NS,C,C,2950
W,W21X166,W530X248,248.0,31500,572,572,–,–,–,315,314,–,–,–,19.1,19.0,9.52,34.5,34.9,–,–,–,47.2,57.2,30.2,–,–,–,–,–,4.57,–,25.0,–,–,1780.0,7080.0,6230.0,238.0,181.0,1770.0,1150.0,75.9,–,–,–,9820.0,13000.0,–,42300,115.0,–,–,1370.0,3520.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.4,536,2030,2340,,4.57,25.0,NS,NS,C,C,2950
W,W21X147,W530X219,219.0,27900,561,559,–,–,–,318,318,–,–,–,18.3,19.0,9.52,29.2,28.6,–,–,–,41.9,50.8,30.2,–,–,–,–,–,5.44,–,26.1,–,–,1510.0,6110.0,5390.0,233.0,157.0,1520.0,985.0,74.9,–,–,–,6410.0,11000.0,–,42300,97.8,–,–,1160.0,3050.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.9,533,2020,2330,,5.44,26.1,NS,NS,C,C,2950
W,W21X132,W530X196,196.0,25000,554,556,–,–,–,315,318,–,–,–,16.5,15.9,7.94,26.4,27.0,–,–,–,39.1,49.2,28.6,–,–,–,–,–,6.01,–,28.9,–,–,1340.0,5460.0,4830.0,232.0,139.0,1350.0,877.0,74.4,–,–,–,4700.0,9670.0,–,41500,85.7,–,–,1030.0,2690.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.1,528,2000,2310,,6.01,28.9,NS,NS,C,C,2950
W,W21X122,W530X182,182.0,23200,551,549,–,–,–,315,314,–,–,–,15.2,15.9,7.94,24.4,23.8,–,–,–,37.1,46.0,28.6,–,–,–,–,–,6.45,–,31.3,–,–,1230.0,5030.0,4470.0,231.0,127.0,1240.0,806.0,74.2,–,–,–,3740.0,8780.0,–,41500,79.5,–,–,962.0,2510.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.4,526,1990,2310,,6.45,31.3,NS,NS,C,C,2950
W,W21X111,W530X165,165.0,21000,546,546,–,–,–,312,314,–,–,–,14.0,14.3,7.94,22.2,22.2,–,–,–,35.1,44.5,28.6,–,–,–,–,–,7.05,–,34.1,–,–,1110.0,4570.0,4080.0,230.0,114.0,1120.0,729.0,73.7,–,–,–,2840.0,7840.0,–,40900,71.2,–,–,869.0,2260.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,85.6,523,1980,2290,,7.05,34.1,NS,NS,C,C,2950
W,W21X101,W530X150,150.0,19200,544,543,–,–,–,312,311,–,–,–,12.7,12.7,6.35,20.3,20.6,–,–,–,33.0,42.9,27.0,–,–,–,–,–,7.68,–,37.5,–,–,1010.0,4150.0,3720.0,229.0,103.0,1010.0,660.0,73.4,–,–,–,2170.0,7040.0,–,40800,64.9,–,–,796.0,2060.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,85.1,523,1980,2290,,7.68,37.5,NS,S,C,C,2950
W,W21X93,W530X138,138.0,17600,549,549,–,–,–,214,213,–,–,–,14.7,14.3,7.94,23.6,23.8,–,–,–,36.3,41.3,23.8,–,–,–,–,–,4.53,–,32.3,–,–,862.0,3620.0,3150.0,221.0,38.7,569.0,362.0,46.7,–,–,–,2510.0,2670.0,–,28100,35.5,–,–,618.0,1790.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.9,526,1690,1900,,4.53,32.3,NS,NS,C,C,2950
W,W21X83,W530X123,123.0,15700,544,543,–,–,–,212,213,–,–,–,13.1,12.7,6.35,21.2,20.6,–,–,–,34.0,38.1,22.2,–,–,–,–,–,5.0,–,36.4,–,–,762.0,3210.0,2800.0,220.0,33.9,500.0,320.0,46.5,–,–,–,1810.0,2320.0,–,27700,31.2,–,–,552.0,1590.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.1,523,1680,1890,,5.0,36.4,NS,S,C,C,2950
W,W21X73,W530X109,109.0,13900,538,540,–,–,–,211,210,–,–,–,11.6,11.1,6.35,18.8,19.0,–,–,–,31.5,36.5,22.2,–,–,–,–,–,5.6,–,41.2,–,–,666.0,2820.0,2470.0,219.0,29.4,436.0,279.0,46.0,–,–,–,1260.0,1990.0,–,27400,27.1,–,–,487.0,1390.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.6,521,1660,1870,,5.6,41.2,NS,S,C,C,2950
W,W21X68,W530X101,101.0,12900,536,537,–,–,–,210,210,–,–,–,10.9,11.1,6.35,17.4,17.5,–,–,–,30.2,34.9,22.2,–,–,–,–,–,6.04,–,43.6,–,–,616.0,2620.0,2290.0,218.0,26.9,400.0,257.0,45.7,–,–,–,1020.0,1820.0,–,27200,24.9,–,–,449.0,1290.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.1,518,1660,1870,,6.04,43.6,NS,S,C,C,2950
W,W21X62,W530X92,92.0,11800,533,533,–,–,–,209,210,–,–,–,10.2,9.52,4.76,15.6,15.9,–,–,–,28.4,33.3,20.6,–,–,–,–,–,6.7,–,46.9,–,–,554.0,2360.0,2080.0,217.0,23.9,356.0,229.0,45.0,–,–,–,762.0,1600.0,–,27100,22.1,–,–,403.0,1170.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,54.6,518,1650,1860,,6.7,46.9,NS,S,C,C,2950
W,W21X55,W530X82,82.0,10500,528,527,–,–,–,209,210,–,–,–,9.53,9.52,4.76,13.3,12.7,–,–,–,25.9,30.2,20.6,–,–,–,–,–,7.87,–,50.0,–,–,475.0,2060.0,1800.0,213.0,20.1,302.0,193.0,43.9,–,–,–,516.0,1340.0,–,26900,18.6,–,–,341.0,1010.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,53.6,515,1640,1850,,7.87,50.0,NS,S,C,C,2950
W,W21X48,W530X72,72.0,9100,523,524,–,–,–,207,206,–,–,–,8.89,9.52,4.76,10.9,11.1,–,–,–,23.6,28.6,20.6,–,–,–,–,–,9.47,–,53.6,–,–,399.0,1750.0,1520.0,209.0,16.1,244.0,156.0,42.2,–,–,–,334.0,1060.0,–,26500,14.9,–,–,277.0,857.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,52.1,513,1630,1830,,9.47,53.6,NS,S,NC,C,2950
W,W21X57,W530X85,85.0,10800,536,533,–,–,–,167,165,–,–,–,10.3,9.52,4.76,16.5,15.9,–,–,–,29.2,33.3,20.6,–,–,–,–,–,5.04,–,46.3,–,–,487.0,2110.0,1820.0,212.0,12.7,243.0,153.0,34.3,–,–,–,737.0,857.0,–,21600,14.9,–,–,336.0,1040.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,42.7,521,1530,1700,,5.04,46.3,NS,S,C,C,2950
W,W21X50,W530X74,74.0,9480,528,530,–,–,–,166,165,–,–,–,9.65,9.52,4.76,13.6,14.3,–,–,–,26.4,31.8,20.6,–,–,–,–,–,6.1,–,49.4,–,–,410.0,1800.0,1550.0,208.0,10.4,200.0,125.0,33.0,–,–,–,475.0,690.0,–,21400,12.0,–,–,274.0,883.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,41.7,516,1510,1680,,6.1,49.4,NS,S,C,C,2950
W,W21X44,W530X66,66.0,8390,526,524,–,–,–,165,165,–,–,–,8.89,9.52,4.76,11.4,11.1,–,–,–,24.1,28.6,20.6,–,–,–,–,–,7.22,–,53.6,–,–,351.0,1560.0,1340.0,205.0,8.62,167.0,104.0,32.0,–,–,–,320.0,567.0,–,21200,10.0,–,–,229.0,767.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,40.6,516,1510,1670,,7.22,53.6,NS,S,C,C,2950
W,W18X311,W460X464,464.0,59100,566,568,–,–,–,305,305,–,–,–,38.6,38.1,19.0,69.6,69.8,–,–,–,82.3,87.3,34.9,–,–,–,–,–,2.19,–,10.4,–,–,2900.0,12400.0,10200.0,221.0,331.0,3390.0,2160.0,74.9,–,–,–,73300.0,20500.0,–,37900,201.0,–,–,2290.0,6150.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.7,498,1950,2250,,2.19,10.4,NS,NS,C,C,2950
W,W18X283,W460X421,421.0,53700,556,556,–,–,–,302,302,–,–,–,35.6,34.9,17.5,63.5,63.5,–,–,–,76.2,81.0,33.3,–,–,–,–,–,2.38,–,11.3,–,–,2570.0,11100.0,9260.0,219.0,293.0,3030.0,1930.0,73.9,–,–,–,55800.0,17700.0,–,37200,179.0,–,–,2080.0,5560.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.1,493,1930,2230,,2.38,11.3,NS,NS,C,C,2950
W,W18X258,W460X384,384.0,49000,546,546,–,–,–,300,298,–,–,–,32.5,31.8,15.9,58.4,58.7,–,–,–,68.6,76.2,31.8,–,–,–,–,–,2.56,–,12.5,–,–,2290.0,10000.0,8420.0,217.0,261.0,2720.0,1750.0,73.2,–,–,–,42900.0,15500.0,–,36500,160.0,–,–,1900.0,5010.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.9,488,1910,2210,,2.56,12.5,NS,NS,C,C,2950
W,W18X234,W460X349,349.0,44300,536,533,–,–,–,297,295,–,–,–,29.5,30.2,15.9,53.6,54.0,–,–,–,63.8,69.9,30.2,–,–,–,–,–,2.76,–,13.8,–,–,2040.0,9000.0,7640.0,214.0,232.0,2440.0,1570.0,72.4,–,–,–,32800.0,13500.0,–,35800,143.0,–,–,1740.0,4520.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,85.6,483,1890,2180,,2.76,13.8,NS,NS,C,C,2950
W,W18X211,W460X315,315.0,40200,526,524,–,–,–,295,292,–,–,–,26.9,27.0,14.3,48.5,49.2,–,–,–,58.7,65.1,30.2,–,–,–,–,–,3.02,–,15.1,–,–,1800.0,8030.0,6870.0,212.0,205.0,2160.0,1400.0,71.6,–,–,–,24400.0,11700.0,–,35200,126.0,–,–,1550.0,4030.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,84.3,478,1860,2160,,3.02,15.1,NS,NS,C,C,2950
W,W18X192,W460X286,286.0,36300,518,518,–,–,–,292,292,–,–,–,24.4,23.8,12.7,44.5,44.4,–,–,–,54.6,61.9,28.6,–,–,–,–,–,3.27,–,16.7,–,–,1610.0,7240.0,6230.0,210.0,183.0,1950.0,1260.0,70.9,–,–,–,18600.0,10200.0,–,34600,112.0,–,–,1410.0,3640.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,83.3,475,1850,2140,,3.27,16.7,NS,NS,C,C,2950
W,W18X175,W460X260,260.0,33200,508,508,–,–,–,290,289,–,–,–,22.6,22.2,11.1,40.4,39.7,–,–,–,50.5,61.9,31.8,–,–,–,–,–,3.58,–,18.0,–,–,1440.0,6520.0,5640.0,208.0,163.0,1740.0,1130.0,70.1,–,–,–,14100.0,8940.0,–,33900,99.1,–,–,1260.0,3240.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,82.3,467,1820,2110,,3.58,18.0,NS,NS,C,C,2950
W,W18X158,W460X235,235.0,29900,500,502,–,–,–,287,286,–,–,–,20.6,20.6,11.1,36.6,36.5,–,–,–,46.7,60.3,31.8,–,–,–,–,–,3.92,–,19.8,–,–,1270.0,5830.0,5080.0,206.0,144.0,1550.0,1010.0,69.6,–,–,–,10500.0,7790.0,–,33300,87.4,–,–,1130.0,2900.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,81.3,465,1800,2090,,3.92,19.8,NS,NS,C,C,2950
W,W18X143,W460X213,213.0,27100,495,495,–,–,–,284,286,–,–,–,18.5,19.0,9.52,33.5,33.3,–,–,–,43.7,55.6,30.2,–,–,–,–,–,4.25,–,22.0,–,–,1140.0,5280.0,4620.0,205.0,129.0,1400.0,909.0,69.1,–,–,–,7990.0,6900.0,–,32800,78.3,–,–,1030.0,2620.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,80.5,462,1790,2070,,4.25,22.0,NS,NS,C,C,2950
W,W18X130,W460X193,193.0,24700,490,489,–,–,–,284,283,–,–,–,17.0,17.5,9.52,30.5,30.2,–,–,–,40.6,52.4,30.2,–,–,–,–,–,4.65,–,23.9,–,–,1020.0,4750.0,4200.0,204.0,116.0,1260.0,818.0,68.6,–,–,–,6040.0,6100.0,–,32700,70.8,–,–,937.0,2390.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,79.5,460,1780,2070,,4.65,23.9,NS,NS,C,C,2950
W,W18X119,W460X177,177.0,22600,483,483,–,–,–,287,286,–,–,–,16.6,15.9,7.94,26.9,27.0,–,–,–,37.1,49.2,30.2,–,–,–,–,–,5.31,–,24.5,–,–,912.0,4290.0,3790.0,201.0,105.0,1130.0,736.0,68.3,–,–,–,4410.0,5450.0,–,32700,63.3,–,–,829.0,2150.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,79.5,455,1780,2060,,5.31,24.5,NS,NS,C,C,2950
W,W18X106,W460X158,158.0,20100,475,476,–,–,–,284,286,–,–,–,15.0,14.3,7.94,23.9,23.8,–,–,–,34.0,46.0,28.6,–,–,–,–,–,5.96,–,27.2,–,–,795.0,3770.0,3340.0,199.0,91.6,991.0,646.0,67.6,–,–,–,3110.0,4670.0,–,32100,54.5,–,–,726.0,1870.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,78.7,452,1760,2040,,5.96,27.2,NS,NS,C,C,2950
W,W18X97,W460X144,144.0,18400,472,473,–,–,–,282,283,–,–,–,13.6,14.3,7.94,22.1,22.2,–,–,–,32.3,44.5,28.6,–,–,–,–,–,6.41,–,30.0,–,–,728.0,3460.0,3080.0,199.0,83.7,906.0,592.0,67.3,–,–,–,2440.0,4240.0,–,31700,49.5,–,–,667.0,1720.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,78.2,450,1740,2030,,6.41,30.0,NS,NS,C,C,2950
W,W18X86,W460X128,128.0,16300,467,467,–,–,–,282,283,–,–,–,12.2,12.7,6.35,19.6,19.0,–,–,–,29.7,41.3,27.0,–,–,–,–,–,7.2,–,33.4,–,–,637.0,3050.0,2720.0,197.0,72.8,793.0,518.0,66.8,–,–,–,1710.0,3650.0,–,31500,43.7,–,–,590.0,1510.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,77.5,447,1740,2020,,7.2,33.4,NS,NS,C,C,2950
W,W18X76,W460X113,113.0,14400,462,464,–,–,–,279,279,–,–,–,10.8,11.1,6.35,17.3,17.5,–,–,–,27.4,39.7,27.0,–,–,–,–,–,8.11,–,37.8,–,–,554.0,2670.0,2390.0,196.0,63.3,692.0,452.0,66.3,–,–,–,1180.0,3140.0,–,31100,37.5,–,–,516.0,1320.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,76.7,444,1720,2000,,8.11,37.8,NS,S,C,C,2950
W,W18X71,W460X106,106.0,13500,470,470,–,–,–,194,194,–,–,–,12.6,12.7,6.35,20.6,20.6,–,–,–,30.7,38.1,22.2,–,–,–,–,–,4.71,–,32.4,–,–,487.0,2390.0,2080.0,191.0,25.1,405.0,259.0,43.2,–,–,–,1450.0,1260.0,–,21800,21.8,–,–,420.0,1190.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,52.1,450,1480,1670,,4.71,32.4,NS,NS,C,C,2950
W,W18X65,W460X97,97.0,12300,467,467,–,–,–,193,194,–,–,–,11.4,11.1,6.35,19.1,19.0,–,–,–,29.2,36.5,22.2,–,–,–,–,–,5.06,–,35.7,–,–,445.0,2180.0,1920.0,190.0,22.8,369.0,236.0,42.9,–,–,–,1140.0,1140.0,–,21600,19.9,–,–,387.0,1090.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,51.6,450,1470,1670,,5.06,35.7,NS,NS,C,C,2950
W,W18X60,W460X89,89.0,11400,462,464,–,–,–,192,190,–,–,–,10.5,11.1,6.35,17.7,17.5,–,–,–,27.9,34.9,20.6,–,–,–,–,–,5.44,–,38.7,–,–,410.0,2020.0,1770.0,190.0,20.9,338.0,218.0,42.7,–,–,–,903.0,1030.0,–,21400,18.1,–,–,356.0,993.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,51.3,444,1460,1650,,5.44,38.7,NS,S,C,C,2950
W,W18X55,W460X82,82.0,10500,460,460,–,–,–,191,190,–,–,–,9.91,9.52,4.76,16.0,15.9,–,–,–,26.2,33.3,20.6,–,–,–,–,–,5.98,–,41.1,–,–,370.0,1840.0,1610.0,188.0,18.7,303.0,195.0,42.4,–,–,–,691.0,921.0,–,21200,16.2,–,–,321.0,906.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,50.8,444,1460,1650,,5.98,41.1,NS,S,C,C,2950
W,W18X50,W460X74,74.0,9480,457,457,–,–,–,191,190,–,–,–,9.02,9.52,4.76,14.5,14.3,–,–,–,24.7,31.8,20.6,–,–,–,–,–,6.57,–,45.2,–,–,333.0,1660.0,1460.0,187.0,16.7,272.0,175.0,41.9,–,–,–,516.0,816.0,–,21100,14.5,–,–,290.0,818.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,50.3,442,1450,1640,,6.57,45.2,NS,S,C,C,2950
W,W18X46,W460X68,68.0,8710,460,457,–,–,–,154,152,–,–,–,9.14,9.52,4.76,15.4,15.9,–,–,–,25.7,31.8,20.6,–,–,–,–,–,5.01,–,44.6,–,–,296.0,1490.0,1290.0,184.0,9.37,192.0,122.0,32.8,–,–,–,508.0,462.0,–,17100,10.1,–,–,247.0,736.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,40.1,444,1340,1500,,5.01,44.6,NS,S,C,C,2950
W,W18X40,W460X60,60.0,7610,455,454,–,–,–,153,152,–,–,–,8.0,7.94,4.76,13.3,12.7,–,–,–,23.5,30.2,20.6,–,–,–,–,–,5.73,–,50.9,–,–,255.0,1280.0,1120.0,183.0,7.95,164.0,104.0,32.3,–,–,–,337.0,387.0,–,16800,8.62,–,–,213.0,633.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,39.6,442,1340,1490,,5.73,50.9,NS,S,C,C,2950
W,W18X35,W460X52,52.0,6650,450,451,–,–,–,152,152,–,–,–,7.62,7.94,4.76,10.8,11.1,–,–,–,21.0,28.6,19.1,–,–,–,–,–,7.06,–,53.5,–,–,212.0,1090.0,944.0,179.0,6.37,132.0,83.9,31.0,–,–,–,211.0,306.0,–,16700,6.87,–,–,172.0,536.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,38.4,439,1320,1480,,7.06,53.5,NS,S,C,C,2950
W,W16X100,W410X149,149.0,19000,432,432,–,–,–,264,264,–,–,–,14.9,14.3,7.94,25.0,25.4,–,–,–,35.3,47.6,28.6,–,–,–,–,–,5.29,–,24.3,–,–,620.0,3240.0,2870.0,180.0,77.4,900.0,585.0,63.8,–,–,–,3220.0,3200.0,–,26800,44.5,–,–,634.0,1610.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,74.2,406,1610,1870,,5.29,24.3,NS,NS,C,C,2950
